timestamp,oxy_eod,oxy_change_pct,play1_pnl,play1_pnl_pct,play2_pnl,play2_pnl_pct,play3_pnl,play3_pnl_pct,total_pnl,total_pnl_pct,account_value
2026-03-18 22:32:22.125549,58.380001068115234,0.24038356046304815,11.0,6.111111111111111,5.000000000000028,3.0303030303030476,-3.500000000000001,-3.535353535353536,12.500000000000028,2.8153153153153214,512.5
