update_time,hours_elapsed,oxy_price,play1_price,play1_pnl,play1_pnl_pct,play2_price,play2_pnl,play2_pnl_pct,play3_spread,play3_pnl,play3_pnl_pct,total_pnl,total_pnl_pct
2026-03-18 13:43:00-04:00,1.7833333333333334,58.29499816894531,1.0150000000000001,23.00000000000003,12.777777777777793,1.75,10.0,6.0606060606060606,0.05,-4.0,-4.040404040404041,29.00000000000003,6.531531531531538
